code,exchange,source,as_of
159365,SZSE,szse_etf_list_catalog_1945,2026-02-10
159366,SZSE,szse_etf_list_catalog_1945,2026-02-10
159367,SZSE,szse_etf_list_catalog_1945,2026-02-10
159368,SZSE,szse_etf_list_catalog_1945,2026-02-10
159369,SZSE,szse_etf_list_catalog_1945,2026-02-10
159370,SZSE,szse_etf_list_catalog_1945,2026-02-10
159371,SZSE,szse_etf_list_catalog_1945,2026-02-10
159372,SZSE,szse_etf_list_catalog_1945,2026-02-10
159373,SZSE,szse_etf_list_catalog_1945,2026-02-10
159375,SZSE,szse_etf_list_catalog_1945,2026-02-10
159376,SZSE,szse_etf_list_catalog_1945,2026-02-10
159377,SZSE,szse_etf_list_catalog_1945,2026-02-10
159378,SZSE,szse_etf_list_catalog_1945,2026-02-10
159379,SZSE,szse_etf_list_catalog_1945,2026-02-10
159380,SZSE,szse_etf_list_catalog_1945,2026-02-10
159381,SZSE,szse_etf_list_catalog_1945,2026-02-10
159382,SZSE,szse_etf_list_catalog_1945,2026-02-10
159383,SZSE,szse_etf_list_catalog_1945,2026-02-10
159385,SZSE,szse_etf_list_catalog_1945,2026-02-10
159386,SZSE,szse_etf_list_catalog_1945,2026-02-10
159387,SZSE,szse_etf_list_catalog_1945,2026-02-10
159388,SZSE,szse_etf_list_catalog_1945,2026-02-10
159389,SZSE,szse_etf_list_catalog_1945,2026-02-10
159390,SZSE,szse_etf_list_catalog_1945,2026-02-10
159391,SZSE,szse_etf_list_catalog_1945,2026-02-10
159392,SZSE,szse_etf_list_catalog_1945,2026-02-10
159393,SZSE,szse_etf_list_catalog_1945,2026-02-10
159395,SZSE,szse_etf_list_catalog_1945,2026-02-10
159396,SZSE,szse_etf_list_catalog_1945,2026-02-10
159397,SZSE,szse_etf_list_catalog_1945,2026-02-10
159398,SZSE,szse_etf_list_catalog_1945,2026-02-10
159399,SZSE,szse_etf_list_catalog_1945,2026-02-10
159400,SZSE,szse_etf_list_catalog_1945,2026-02-10
159500,SZSE,szse_etf_list_catalog_1945,2026-02-10
159501,SZSE,szse_etf_list_catalog_1945,2026-02-10
159502,SZSE,szse_etf_list_catalog_1945,2026-02-10
159505,SZSE,szse_etf_list_catalog_1945,2026-02-10
159506,SZSE,szse_etf_list_catalog_1945,2026-02-10
159507,SZSE,szse_etf_list_catalog_1945,2026-02-10
159508,SZSE,szse_etf_list_catalog_1945,2026-02-10
159509,SZSE,szse_etf_list_catalog_1945,2026-02-10
159510,SZSE,szse_etf_list_catalog_1945,2026-02-10
159511,SZSE,szse_etf_list_catalog_1945,2026-02-10
159512,SZSE,szse_etf_list_catalog_1945,2026-02-10
159513,SZSE,szse_etf_list_catalog_1945,2026-02-10
159515,SZSE,szse_etf_list_catalog_1945,2026-02-10
159516,SZSE,szse_etf_list_catalog_1945,2026-02-10
159517,SZSE,szse_etf_list_catalog_1945,2026-02-10
159518,SZSE,szse_etf_list_catalog_1945,2026-02-10
159519,SZSE,szse_etf_list_catalog_1945,2026-02-10
159520,SZSE,szse_etf_list_catalog_1945,2026-02-10
159521,SZSE,szse_etf_list_catalog_1945,2026-02-10
159523,SZSE,szse_etf_list_catalog_1945,2026-02-10
159525,SZSE,szse_etf_list_catalog_1945,2026-02-10
159526,SZSE,szse_etf_list_catalog_1945,2026-02-10
159527,SZSE,szse_etf_list_catalog_1945,2026-02-10
159528,SZSE,szse_etf_list_catalog_1945,2026-02-10
159529,SZSE,szse_etf_list_catalog_1945,2026-02-10
159530,SZSE,szse_etf_list_catalog_1945,2026-02-10
159531,SZSE,szse_etf_list_catalog_1945,2026-02-10
159532,SZSE,szse_etf_list_catalog_1945,2026-02-10
159533,SZSE,szse_etf_list_catalog_1945,2026-02-10
159535,SZSE,szse_etf_list_catalog_1945,2026-02-10
159536,SZSE,szse_etf_list_catalog_1945,2026-02-10
159537,SZSE,szse_etf_list_catalog_1945,2026-02-10
159538,SZSE,szse_etf_list_catalog_1945,2026-02-10
159539,SZSE,szse_etf_list_catalog_1945,2026-02-10
159540,SZSE,szse_etf_list_catalog_1945,2026-02-10
159541,SZSE,szse_etf_list_catalog_1945,2026-02-10
159542,SZSE,szse_etf_list_catalog_1945,2026-02-10
159543,SZSE,szse_etf_list_catalog_1945,2026-02-10
159545,SZSE,szse_etf_list_catalog_1945,2026-02-10
159546,SZSE,szse_etf_list_catalog_1945,2026-02-10
159547,SZSE,szse_etf_list_catalog_1945,2026-02-10
159549,SZSE,szse_etf_list_catalog_1945,2026-02-10
159550,SZSE,szse_etf_list_catalog_1945,2026-02-10
159551,SZSE,szse_etf_list_catalog_1945,2026-02-10
159552,SZSE,szse_etf_list_catalog_1945,2026-02-10
159553,SZSE,szse_etf_list_catalog_1945,2026-02-10
159555,SZSE,szse_etf_list_catalog_1945,2026-02-10
159556,SZSE,szse_etf_list_catalog_1945,2026-02-10
159557,SZSE,szse_etf_list_catalog_1945,2026-02-10
159558,SZSE,szse_etf_list_catalog_1945,2026-02-10
159559,SZSE,szse_etf_list_catalog_1945,2026-02-10
159560,SZSE,szse_etf_list_catalog_1945,2026-02-10
159561,SZSE,szse_etf_list_catalog_1945,2026-02-10
159562,SZSE,szse_etf_list_catalog_1945,2026-02-10
159563,SZSE,szse_etf_list_catalog_1945,2026-02-10
159565,SZSE,szse_etf_list_catalog_1945,2026-02-10
159566,SZSE,szse_etf_list_catalog_1945,2026-02-10
159567,SZSE,szse_etf_list_catalog_1945,2026-02-10
159568,SZSE,szse_etf_list_catalog_1945,2026-02-10
159569,SZSE,szse_etf_list_catalog_1945,2026-02-10
159570,SZSE,szse_etf_list_catalog_1945,2026-02-10
159571,SZSE,szse_etf_list_catalog_1945,2026-02-10
159572,SZSE,szse_etf_list_catalog_1945,2026-02-10
159573,SZSE,szse_etf_list_catalog_1945,2026-02-10
159575,SZSE,szse_etf_list_catalog_1945,2026-02-10
159576,SZSE,szse_etf_list_catalog_1945,2026-02-10
159577,SZSE,szse_etf_list_catalog_1945,2026-02-10
159578,SZSE,szse_etf_list_catalog_1945,2026-02-10
159581,SZSE,szse_etf_list_catalog_1945,2026-02-10
159582,SZSE,szse_etf_list_catalog_1945,2026-02-10
159583,SZSE,szse_etf_list_catalog_1945,2026-02-10
159586,SZSE,szse_etf_list_catalog_1945,2026-02-10
159587,SZSE,szse_etf_list_catalog_1945,2026-02-10
159588,SZSE,szse_etf_list_catalog_1945,2026-02-10
159589,SZSE,szse_etf_list_catalog_1945,2026-02-10
159590,SZSE,szse_etf_list_catalog_1945,2026-02-10
159591,SZSE,szse_etf_list_catalog_1945,2026-02-10
159592,SZSE,szse_etf_list_catalog_1945,2026-02-10
159593,SZSE,szse_etf_list_catalog_1945,2026-02-10
159595,SZSE,szse_etf_list_catalog_1945,2026-02-10
159596,SZSE,szse_etf_list_catalog_1945,2026-02-10
159597,SZSE,szse_etf_list_catalog_1945,2026-02-10
159599,SZSE,szse_etf_list_catalog_1945,2026-02-10
159600,SZSE,szse_etf_list_catalog_1945,2026-02-10
159601,SZSE,szse_etf_list_catalog_1945,2026-02-10
159602,SZSE,szse_etf_list_catalog_1945,2026-02-10
159603,SZSE,szse_etf_list_catalog_1945,2026-02-10
159605,SZSE,szse_etf_list_catalog_1945,2026-02-10
159606,SZSE,szse_etf_list_catalog_1945,2026-02-10
159607,SZSE,szse_etf_list_catalog_1945,2026-02-10
159608,SZSE,szse_etf_list_catalog_1945,2026-02-10
159609,SZSE,szse_etf_list_catalog_1945,2026-02-10
159610,SZSE,szse_etf_list_catalog_1945,2026-02-10
159611,SZSE,szse_etf_list_catalog_1945,2026-02-10
159612,SZSE,szse_etf_list_catalog_1945,2026-02-10
159613,SZSE,szse_etf_list_catalog_1945,2026-02-10
159615,SZSE,szse_etf_list_catalog_1945,2026-02-10
159616,SZSE,szse_etf_list_catalog_1945,2026-02-10
159617,SZSE,szse_etf_list_catalog_1945,2026-02-10
159618,SZSE,szse_etf_list_catalog_1945,2026-02-10
159619,SZSE,szse_etf_list_catalog_1945,2026-02-10
159620,SZSE,szse_etf_list_catalog_1945,2026-02-10
159621,SZSE,szse_etf_list_catalog_1945,2026-02-10
159622,SZSE,szse_etf_list_catalog_1945,2026-02-10
159623,SZSE,szse_etf_list_catalog_1945,2026-02-10
159625,SZSE,szse_etf_list_catalog_1945,2026-02-10
159627,SZSE,szse_etf_list_catalog_1945,2026-02-10
159628,SZSE,szse_etf_list_catalog_1945,2026-02-10
159629,SZSE,szse_etf_list_catalog_1945,2026-02-10
159630,SZSE,szse_etf_list_catalog_1945,2026-02-10
159631,SZSE,szse_etf_list_catalog_1945,2026-02-10
159632,SZSE,szse_etf_list_catalog_1945,2026-02-10
159633,SZSE,szse_etf_list_catalog_1945,2026-02-10
159635,SZSE,szse_etf_list_catalog_1945,2026-02-10
159636,SZSE,szse_etf_list_catalog_1945,2026-02-10
159637,SZSE,szse_etf_list_catalog_1945,2026-02-10
159638,SZSE,szse_etf_list_catalog_1945,2026-02-10
159639,SZSE,szse_etf_list_catalog_1945,2026-02-10
159640,SZSE,szse_etf_list_catalog_1945,2026-02-10
159641,SZSE,szse_etf_list_catalog_1945,2026-02-10
159642,SZSE,szse_etf_list_catalog_1945,2026-02-10
159643,SZSE,szse_etf_list_catalog_1945,2026-02-10
159645,SZSE,szse_etf_list_catalog_1945,2026-02-10
159647,SZSE,szse_etf_list_catalog_1945,2026-02-10
159649,SZSE,szse_etf_list_catalog_1945,2026-02-10
159650,SZSE,szse_etf_list_catalog_1945,2026-02-10
159651,SZSE,szse_etf_list_catalog_1945,2026-02-10
159652,SZSE,szse_etf_list_catalog_1945,2026-02-10
159653,SZSE,szse_etf_list_catalog_1945,2026-02-10
159655,SZSE,szse_etf_list_catalog_1945,2026-02-10
159656,SZSE,szse_etf_list_catalog_1945,2026-02-10
159657,SZSE,szse_etf_list_catalog_1945,2026-02-10
159658,SZSE,szse_etf_list_catalog_1945,2026-02-10
159659,SZSE,szse_etf_list_catalog_1945,2026-02-10
159660,SZSE,szse_etf_list_catalog_1945,2026-02-10
159661,SZSE,szse_etf_list_catalog_1945,2026-02-10
159662,SZSE,szse_etf_list_catalog_1945,2026-02-10
159663,SZSE,szse_etf_list_catalog_1945,2026-02-10
159665,SZSE,szse_etf_list_catalog_1945,2026-02-10
159666,SZSE,szse_etf_list_catalog_1945,2026-02-10
159667,SZSE,szse_etf_list_catalog_1945,2026-02-10
159669,SZSE,szse_etf_list_catalog_1945,2026-02-10
159670,SZSE,szse_etf_list_catalog_1945,2026-02-10
159671,SZSE,szse_etf_list_catalog_1945,2026-02-10
159672,SZSE,szse_etf_list_catalog_1945,2026-02-10
159673,SZSE,szse_etf_list_catalog_1945,2026-02-10
159675,SZSE,szse_etf_list_catalog_1945,2026-02-10
159676,SZSE,szse_etf_list_catalog_1945,2026-02-10
159677,SZSE,szse_etf_list_catalog_1945,2026-02-10
159678,SZSE,szse_etf_list_catalog_1945,2026-02-10
159679,SZSE,szse_etf_list_catalog_1945,2026-02-10
159680,SZSE,szse_etf_list_catalog_1945,2026-02-10
159681,SZSE,szse_etf_list_catalog_1945,2026-02-10
159682,SZSE,szse_etf_list_catalog_1945,2026-02-10
159685,SZSE,szse_etf_list_catalog_1945,2026-02-10
159686,SZSE,szse_etf_list_catalog_1945,2026-02-10
159687,SZSE,szse_etf_list_catalog_1945,2026-02-10
159688,SZSE,szse_etf_list_catalog_1945,2026-02-10
159689,SZSE,szse_etf_list_catalog_1945,2026-02-10
159690,SZSE,szse_etf_list_catalog_1945,2026-02-10
159691,SZSE,szse_etf_list_catalog_1945,2026-02-10
159692,SZSE,szse_etf_list_catalog_1945,2026-02-10
159695,SZSE,szse_etf_list_catalog_1945,2026-02-10
159696,SZSE,szse_etf_list_catalog_1945,2026-02-10
159697,SZSE,szse_etf_list_catalog_1945,2026-02-10
159698,SZSE,szse_etf_list_catalog_1945,2026-02-10
159699,SZSE,szse_etf_list_catalog_1945,2026-02-10
159700,SZSE,szse_etf_list_catalog_1945,2026-02-10
159701,SZSE,szse_etf_list_catalog_1945,2026-02-10
159703,SZSE,szse_etf_list_catalog_1945,2026-02-10
159706,SZSE,szse_etf_list_catalog_1945,2026-02-10
159707,SZSE,szse_etf_list_catalog_1945,2026-02-10
159708,SZSE,szse_etf_list_catalog_1945,2026-02-10
159709,SZSE,szse_etf_list_catalog_1945,2026-02-10
159711,SZSE,szse_etf_list_catalog_1945,2026-02-10
159712,SZSE,szse_etf_list_catalog_1945,2026-02-10
159713,SZSE,szse_etf_list_catalog_1945,2026-02-10
159715,SZSE,szse_etf_list_catalog_1945,2026-02-10
159716,SZSE,szse_etf_list_catalog_1945,2026-02-10
159717,SZSE,szse_etf_list_catalog_1945,2026-02-10
159718,SZSE,szse_etf_list_catalog_1945,2026-02-10
159719,SZSE,szse_etf_list_catalog_1945,2026-02-10
159720,SZSE,szse_etf_list_catalog_1945,2026-02-10
159721,SZSE,szse_etf_list_catalog_1945,2026-02-10
159723,SZSE,szse_etf_list_catalog_1945,2026-02-10
159725,SZSE,szse_etf_list_catalog_1945,2026-02-10
159726,SZSE,szse_etf_list_catalog_1945,2026-02-10
159728,SZSE,szse_etf_list_catalog_1945,2026-02-10
159729,SZSE,szse_etf_list_catalog_1945,2026-02-10
159730,SZSE,szse_etf_list_catalog_1945,2026-02-10
159731,SZSE,szse_etf_list_catalog_1945,2026-02-10
159732,SZSE,szse_etf_list_catalog_1945,2026-02-10
159735,SZSE,szse_etf_list_catalog_1945,2026-02-10
159736,SZSE,szse_etf_list_catalog_1945,2026-02-10
159738,SZSE,szse_etf_list_catalog_1945,2026-02-10
159739,SZSE,szse_etf_list_catalog_1945,2026-02-10
159740,SZSE,szse_etf_list_catalog_1945,2026-02-10
159741,SZSE,szse_etf_list_catalog_1945,2026-02-10
159742,SZSE,szse_etf_list_catalog_1945,2026-02-10
159743,SZSE,szse_etf_list_catalog_1945,2026-02-10
159745,SZSE,szse_etf_list_catalog_1945,2026-02-10
159747,SZSE,szse_etf_list_catalog_1945,2026-02-10
159748,SZSE,szse_etf_list_catalog_1945,2026-02-10
159750,SZSE,szse_etf_list_catalog_1945,2026-02-10
159751,SZSE,szse_etf_list_catalog_1945,2026-02-10
159752,SZSE,szse_etf_list_catalog_1945,2026-02-10
159755,SZSE,szse_etf_list_catalog_1945,2026-02-10
159757,SZSE,szse_etf_list_catalog_1945,2026-02-10
159758,SZSE,szse_etf_list_catalog_1945,2026-02-10
159760,SZSE,szse_etf_list_catalog_1945,2026-02-10
159761,SZSE,szse_etf_list_catalog_1945,2026-02-10
159763,SZSE,szse_etf_list_catalog_1945,2026-02-10
159766,SZSE,szse_etf_list_catalog_1945,2026-02-10
159767,SZSE,szse_etf_list_catalog_1945,2026-02-10
159768,SZSE,szse_etf_list_catalog_1945,2026-02-10
159770,SZSE,szse_etf_list_catalog_1945,2026-02-10
159773,SZSE,szse_etf_list_catalog_1945,2026-02-10
159775,SZSE,szse_etf_list_catalog_1945,2026-02-10
159776,SZSE,szse_etf_list_catalog_1945,2026-02-10
159777,SZSE,szse_etf_list_catalog_1945,2026-02-10
159778,SZSE,szse_etf_list_catalog_1945,2026-02-10
159779,SZSE,szse_etf_list_catalog_1945,2026-02-10
159780,SZSE,szse_etf_list_catalog_1945,2026-02-10
159781,SZSE,szse_etf_list_catalog_1945,2026-02-10
159782,SZSE,szse_etf_list_catalog_1945,2026-02-10
159783,SZSE,szse_etf_list_catalog_1945,2026-02-10
159786,SZSE,szse_etf_list_catalog_1945,2026-02-10
159787,SZSE,szse_etf_list_catalog_1945,2026-02-10
159788,SZSE,szse_etf_list_catalog_1945,2026-02-10
159790,SZSE,szse_etf_list_catalog_1945,2026-02-10
159791,SZSE,szse_etf_list_catalog_1945,2026-02-10
159792,SZSE,szse_etf_list_catalog_1945,2026-02-10
159793,SZSE,szse_etf_list_catalog_1945,2026-02-10
159795,SZSE,szse_etf_list_catalog_1945,2026-02-10
159796,SZSE,szse_etf_list_catalog_1945,2026-02-10
159797,SZSE,szse_etf_list_catalog_1945,2026-02-10
159798,SZSE,szse_etf_list_catalog_1945,2026-02-10
159800,SZSE,szse_etf_list_catalog_1945,2026-02-10
159801,SZSE,szse_etf_list_catalog_1945,2026-02-10
159804,SZSE,szse_etf_list_catalog_1945,2026-02-10
159805,SZSE,szse_etf_list_catalog_1945,2026-02-10
159806,SZSE,szse_etf_list_catalog_1945,2026-02-10
159807,SZSE,szse_etf_list_catalog_1945,2026-02-10
159808,SZSE,szse_etf_list_catalog_1945,2026-02-10
159810,SZSE,szse_etf_list_catalog_1945,2026-02-10
159811,SZSE,szse_etf_list_catalog_1945,2026-02-10
159812,SZSE,szse_etf_list_catalog_1945,2026-02-10
159813,SZSE,szse_etf_list_catalog_1945,2026-02-10
159814,SZSE,szse_etf_list_catalog_1945,2026-02-10
159816,SZSE,szse_etf_list_catalog_1945,2026-02-10
159819,SZSE,szse_etf_list_catalog_1945,2026-02-10
159820,SZSE,szse_etf_list_catalog_1945,2026-02-10
159821,SZSE,szse_etf_list_catalog_1945,2026-02-10
159822,SZSE,szse_etf_list_catalog_1945,2026-02-10
159824,SZSE,szse_etf_list_catalog_1945,2026-02-10
159825,SZSE,szse_etf_list_catalog_1945,2026-02-10
159827,SZSE,szse_etf_list_catalog_1945,2026-02-10
159828,SZSE,szse_etf_list_catalog_1945,2026-02-10
159830,SZSE,szse_etf_list_catalog_1945,2026-02-10
159831,SZSE,szse_etf_list_catalog_1945,2026-02-10
159834,SZSE,szse_etf_list_catalog_1945,2026-02-10
159835,SZSE,szse_etf_list_catalog_1945,2026-02-10
159836,SZSE,szse_etf_list_catalog_1945,2026-02-10
159837,SZSE,szse_etf_list_catalog_1945,2026-02-10
159838,SZSE,szse_etf_list_catalog_1945,2026-02-10
159839,SZSE,szse_etf_list_catalog_1945,2026-02-10
159840,SZSE,szse_etf_list_catalog_1945,2026-02-10
159841,SZSE,szse_etf_list_catalog_1945,2026-02-10
159842,SZSE,szse_etf_list_catalog_1945,2026-02-10
159843,SZSE,szse_etf_list_catalog_1945,2026-02-10
159845,SZSE,szse_etf_list_catalog_1945,2026-02-10
159847,SZSE,szse_etf_list_catalog_1945,2026-02-10
159848,SZSE,szse_etf_list_catalog_1945,2026-02-10
159849,SZSE,szse_etf_list_catalog_1945,2026-02-10
159850,SZSE,szse_etf_list_catalog_1945,2026-02-10
159851,SZSE,szse_etf_list_catalog_1945,2026-02-10
159852,SZSE,szse_etf_list_catalog_1945,2026-02-10
159855,SZSE,szse_etf_list_catalog_1945,2026-02-10
159856,SZSE,szse_etf_list_catalog_1945,2026-02-10
159857,SZSE,szse_etf_list_catalog_1945,2026-02-10
159858,SZSE,szse_etf_list_catalog_1945,2026-02-10
159859,SZSE,szse_etf_list_catalog_1945,2026-02-10
159861,SZSE,szse_etf_list_catalog_1945,2026-02-10
159862,SZSE,szse_etf_list_catalog_1945,2026-02-10
159863,SZSE,szse_etf_list_catalog_1945,2026-02-10
159864,SZSE,szse_etf_list_catalog_1945,2026-02-10
159865,SZSE,szse_etf_list_catalog_1945,2026-02-10
159866,SZSE,szse_etf_list_catalog_1945,2026-02-10
159867,SZSE,szse_etf_list_catalog_1945,2026-02-10
159869,SZSE,szse_etf_list_catalog_1945,2026-02-10
159870,SZSE,szse_etf_list_catalog_1945,2026-02-10
159871,SZSE,szse_etf_list_catalog_1945,2026-02-10
159872,SZSE,szse_etf_list_catalog_1945,2026-02-10
159873,SZSE,szse_etf_list_catalog_1945,2026-02-10
159875,SZSE,szse_etf_list_catalog_1945,2026-02-10
159876,SZSE,szse_etf_list_catalog_1945,2026-02-10
159877,SZSE,szse_etf_list_catalog_1945,2026-02-10
159880,SZSE,szse_etf_list_catalog_1945,2026-02-10
159881,SZSE,szse_etf_list_catalog_1945,2026-02-10
159883,SZSE,szse_etf_list_catalog_1945,2026-02-10
159885,SZSE,szse_etf_list_catalog_1945,2026-02-10
159886,SZSE,szse_etf_list_catalog_1945,2026-02-10
159887,SZSE,szse_etf_list_catalog_1945,2026-02-10
159888,SZSE,szse_etf_list_catalog_1945,2026-02-10
159889,SZSE,szse_etf_list_catalog_1945,2026-02-10
159890,SZSE,szse_etf_list_catalog_1945,2026-02-10
159891,SZSE,szse_etf_list_catalog_1945,2026-02-10
159892,SZSE,szse_etf_list_catalog_1945,2026-02-10
159895,SZSE,szse_etf_list_catalog_1945,2026-02-10
159896,SZSE,szse_etf_list_catalog_1945,2026-02-10
159898,SZSE,szse_etf_list_catalog_1945,2026-02-10
159899,SZSE,szse_etf_list_catalog_1945,2026-02-10
159901,SZSE,szse_etf_list_catalog_1945,2026-02-10
159902,SZSE,szse_etf_list_catalog_1945,2026-02-10
159903,SZSE,szse_etf_list_catalog_1945,2026-02-10
159905,SZSE,szse_etf_list_catalog_1945,2026-02-10
159906,SZSE,szse_etf_list_catalog_1945,2026-02-10
159907,SZSE,szse_etf_list_catalog_1945,2026-02-10
159908,SZSE,szse_etf_list_catalog_1945,2026-02-10
159909,SZSE,szse_etf_list_catalog_1945,2026-02-10
159910,SZSE,szse_etf_list_catalog_1945,2026-02-10
159912,SZSE,szse_etf_list_catalog_1945,2026-02-10
159913,SZSE,szse_etf_list_catalog_1945,2026-02-10
159915,SZSE,szse_etf_list_catalog_1945,2026-02-10
159916,SZSE,szse_etf_list_catalog_1945,2026-02-10
159918,SZSE,szse_etf_list_catalog_1945,2026-02-10
159919,SZSE,szse_etf_list_catalog_1945,2026-02-10
159920,SZSE,szse_etf_list_catalog_1945,2026-02-10
159922,SZSE,szse_etf_list_catalog_1945,2026-02-10
159923,SZSE,szse_etf_list_catalog_1945,2026-02-10
159925,SZSE,szse_etf_list_catalog_1945,2026-02-10
159928,SZSE,szse_etf_list_catalog_1945,2026-02-10
159929,SZSE,szse_etf_list_catalog_1945,2026-02-10
159930,SZSE,szse_etf_list_catalog_1945,2026-02-10
159931,SZSE,szse_etf_list_catalog_1945,2026-02-10
159933,SZSE,szse_etf_list_catalog_1945,2026-02-10
159934,SZSE,szse_etf_list_catalog_1945,2026-02-10
159935,SZSE,szse_etf_list_catalog_1945,2026-02-10
159936,SZSE,szse_etf_list_catalog_1945,2026-02-10
159937,SZSE,szse_etf_list_catalog_1945,2026-02-10
159938,SZSE,szse_etf_list_catalog_1945,2026-02-10
159939,SZSE,szse_etf_list_catalog_1945,2026-02-10
159940,SZSE,szse_etf_list_catalog_1945,2026-02-10
159941,SZSE,szse_etf_list_catalog_1945,2026-02-10
159943,SZSE,szse_etf_list_catalog_1945,2026-02-10
159944,SZSE,szse_etf_list_catalog_1945,2026-02-10
159945,SZSE,szse_etf_list_catalog_1945,2026-02-10
159948,SZSE,szse_etf_list_catalog_1945,2026-02-10
159949,SZSE,szse_etf_list_catalog_1945,2026-02-10
159952,SZSE,szse_etf_list_catalog_1945,2026-02-10
159954,SZSE,szse_etf_list_catalog_1945,2026-02-10
159956,SZSE,szse_etf_list_catalog_1945,2026-02-10
159957,SZSE,szse_etf_list_catalog_1945,2026-02-10
159958,SZSE,szse_etf_list_catalog_1945,2026-02-10
159959,SZSE,szse_etf_list_catalog_1945,2026-02-10
159960,SZSE,szse_etf_list_catalog_1945,2026-02-10
159961,SZSE,szse_etf_list_catalog_1945,2026-02-10
159964,SZSE,szse_etf_list_catalog_1945,2026-02-10
159965,SZSE,szse_etf_list_catalog_1945,2026-02-10
159966,SZSE,szse_etf_list_catalog_1945,2026-02-10
159967,SZSE,szse_etf_list_catalog_1945,2026-02-10
159968,SZSE,szse_etf_list_catalog_1945,2026-02-10
159969,SZSE,szse_etf_list_catalog_1945,2026-02-10
159970,SZSE,szse_etf_list_catalog_1945,2026-02-10
159971,SZSE,szse_etf_list_catalog_1945,2026-02-10
159972,SZSE,szse_etf_list_catalog_1945,2026-02-10
159973,SZSE,szse_etf_list_catalog_1945,2026-02-10
159974,SZSE,szse_etf_list_catalog_1945,2026-02-10
159975,SZSE,szse_etf_list_catalog_1945,2026-02-10
159976,SZSE,szse_etf_list_catalog_1945,2026-02-10
159977,SZSE,szse_etf_list_catalog_1945,2026-02-10
159980,SZSE,szse_etf_list_catalog_1945,2026-02-10
159981,SZSE,szse_etf_list_catalog_1945,2026-02-10
159982,SZSE,szse_etf_list_catalog_1945,2026-02-10
159985,SZSE,szse_etf_list_catalog_1945,2026-02-10
159991,SZSE,szse_etf_list_catalog_1945,2026-02-10
159992,SZSE,szse_etf_list_catalog_1945,2026-02-10
159993,SZSE,szse_etf_list_catalog_1945,2026-02-10
159994,SZSE,szse_etf_list_catalog_1945,2026-02-10
159995,SZSE,szse_etf_list_catalog_1945,2026-02-10
159996,SZSE,szse_etf_list_catalog_1945,2026-02-10
159997,SZSE,szse_etf_list_catalog_1945,2026-02-10
159998,SZSE,szse_etf_list_catalog_1945,2026-02-10
